US	51589302	R1KN7BLJQIC5ZC	B001FA0B3U	432513924	Maximalpower for NP-F970	Camera	5	1	2	N	Y	Power to Spare	I bought these batteries to power my DSR 200A. I have shoot about 35mins  of video, played it back several times, had the camera on for countless   blocks of time to set up shots, focus, wait for the light, wait for the action, you know useual video stuff that eats power. I am still runing on my first charge, I have about 3/4 charge left. To bad everything dosen't work this well.  Reeldog	2009-04-21
US	18691597	R18CBXNKFHDRXF	B005S4Y65I	366848529	TurboTax Premier Federal + E-file + State 2011 [Old Version]	Digital_Software	2	0	0	N	Y	Not so useful!	This product does not support IRS Form 1099-S, \\"Proceeds From Real Estate Transactions.\\" What made this purchase especially frustrating was the fact that I specifically inquired about this with TurboTax Customer Service/Help before my Amazon purchase. Once the Amazon TurboTax software was purchased and loaded, a listing of supported IRS forms was made available; too late in this case.	2012-05-11
US	21458410	R3JQSKCVAEQKIC	B009NVTQ6G	169270249	Webroot SecureAnywhere Antivirus 2013- 3 Devices	Digital_Software	4	4	4	N	Y	FAST EASY to Use Protection	Fast scans, easy setup, automatic updates and very well rated.  Protects several devices, even if on different platforms (protect you desktop, laptop and phone, etc) all with one package.  Set and forget makes it really a great choice.	2012-12-12
US	44145968	R2D2RJGPLG7EJM	B00B1TGUMG	284323980	Microsoft Office Home and Student 2013 (1PC/1User) [Download]	Digital_Software	4	603	630	N	N	Good, but not a significant step forward from Office 2010	TL;DR: Office 2013 is a good product in its own right, but it's pretty much the same as Office 2010 with SkyDrive integration, touch mode, some new annoyances, and higher pricing. I would not recommend upgrading from Office 2010. If you do not have Office 2010, see if you can live with the competition (OpenOffice, Google Drive) before buying this.<br />--------------------------------------------------------------------------<br /><br />About a month ago, I installed Windows 8 and the final version of Office 2013 on a Dell XPS 13. A bit about me: I'm a graduate student and a long-time user of Microsoft Office. I've used Word, Excel, Powerpoint and OneNote almost every day for the past 5 years, but OneNote the most by far. I've used every version of Office since 1997.<br /><br />As other reviewers have pointed out, the biggest changes to Office 2013 from Office 2010 are SkyDrive integration, touch gestures, and a flatter UI to match Windows 8. Since I don't use SkyDrive often, don't have a touchscreen, and am indifferent to the flatter look, I'll leave those aspects to other reviews. If you're like me and aren't particularly excited by SkyDrive (which still isn't as versatile as Google Docs for real-time collaboration), then Office 2013 is practically the same as Office 2010 in terms of how everything works - most of the time. This is not a bad thing, at least in my opinion, since I really liked Office 2010 and its improved Ribbon UI.<br /><br />What I wanted to talk about here are the changes that Microsoft has made to Office 2013 from Office 2010 that I've noticed, changes that might impact daily workflow for users upgrading from previous Office versions.<br /><br />OneNote 2013:<br />---------------<br />I spend at least 4 hours a day in this program, so I'll start with this. As far as I can tell, there are no significant changes in terms of features. Buttons on the ribbon are shuffled around a bit, but the feature set is still the same, as is the file container (*.one) and notebook type (\\"OneNote 2010-2013\\").<br /><br />However, there are 5 new issues that annoy me every single day.<br />(1) Full screen and pinning the ribbon. In 2013, going into full screen mode means that everything is hidden, except for a very short horizontal bar across the top of the screen. To access anything on the ribbon, I have to click on this bar to show the ribbon first. If I want to pin the ribbon so that tabs are visible at all times in full screen mode, I have to click on this bar, click a menu button near the minimize button (also hidden in full screen), and then click Show Tabs. However, OneNote does not remember this setting. Thus, every time I exit full screen mode or restart OneNote and then reenter full screen mode, I have to re-pin the ribbon again. On an ultrabook, I want more space for taking notes, but I also use the ribbon extensively and would prefer to have it available. This problem did not exist in OneNote 2010, which remembers the user's full-screen ribbon settings.<br />(2) Inserting multi-page printouts. The new default behavior in OneNote 2013 is to place each page of the printout on a separate \\"page\\" of the notebook. I prefer to put one entire lecture on each \\"notebook page\\", regardless of how many pages or slides the professor gives us. I've also never come across anyone who prefers to have only one printout page on each notebook page. So for instance, if I were inserting a 30-slide Powerpoint, OneNote 2013 would create 30 new notebook pages. There is an option to turn this off in the options, but OneNote then shows a dialog box asking me to choose between the two options every time I want to insert a printout. Since I insert several files a day, this gets annoying very quickly. Once again, OneNote 2010 did not have this problem.<br />(3) Inserting more than 1 multi-page printout on the same notebook page. If I try this, then the second printout is somehow inserted under the first printout, i.e. the first printout overlaps and covers up the second printout. It only happens when the printouts are both at least several pages long or if I've annotated the page already; the program disregards my cursor location. To work around this, I have to put the second printout on a new notebook page and then copy/paste the printout pages back to the first notebook page. This problem also did not exist in OneNote 2010.<br />(4) Zoom level changes when inserting printout: it always defaults back to 100%. I take notes at 115% on my ultrabook, so every time I insert a printout, I have to readjust the zoom level.<br />(5) Drawing tools. I have no idea how Microsoft managed to mess this up when going from 2010 to 2013, but half the time I try to draw an arrow, it ends up being a line with a V in the middle, or the arrowhead is completely detached from the line. In fact, I can't even draw a plain line properly sometimes. I haven't tried the other shapes much, but I wouldn't be surprised if there were problems there too. I've given up and resorted to drawing arrows freehand with the pen tool instead.<br /><br />These issues may seem minor to some, but they affect me every day, so I wanted to give a heads-up to anyone else who uses OneNote the same way I do. I wish that Microsoft had spent more time implementing useful features (e.g. still can't rotate or crop a printout; search results are still clunky) or at least providing options to change these new behaviors in settings.<br /><br />Word 2013:<br />--------------<br />Now, when you open up Word (and Excel/Powerpoint), you're presented with a selection of templates instead of just a blank document, which is one extra click away (this can be turned off in Options). Other than that, the feature set for Word has remained largely the same. I have noticed significant lag when saving large Word documents, even to SSD - I was working on a 20MB file and Word would freeze up for 10-15 seconds every time I saved, despite my computer being pretty new. I tried tweaking the settings, disabling hardware acceleration, etc, but nothing helped. This was not an issue in Word 2010 either.<br /><br />One of the most touted new features of Word 2013 is the ability to open PDF files for editing, but I have attempted to open and edit several documents, and Word does a horrible job of preserving formatting. I have third-party conversion software that almost always gets the formatting correct, no matter how complex, so this was a disappointment. I even tried to open a PDF file that was created from a simple Word document, and Word failed to properly center the title. I would not recommend relying on this feature.<br /><br />Excel/Powerpoint 2013:<br />----------------------<br />I haven't had much of a chance to work extensively with these programs, but other than the template selection page when first opening the programs, they seem pretty much the same as Office 2010. Saving large files in Powerpoint 2013 usually seems okay, unlike in Word 2013. Powerpoint now defaults to 16:9 aspect ratio for slides, which is nice. There are some nice additions and tweaks to the Design tab in Powerpoint, but nothing spectacular. Excel has some handy pattern-recognition auto-fill functions now which seem to work well.<br /><br />One more thing about Word/Excel/Powerpoint: Microsoft decided to add transitions to everything, which I find distracting. For example, when you type in Word, the letters fade into the page instead of simply appearing, and the cursor glides to the right. In Excel, when recalculating cells, the new values fade in, like a ripple effect. In Powerpoint, when applying a new background, it fades into all the slides as it is applied. There is no way to turn this off except through a registry tweak.<br /><br />Conclusion<br />------------<br />It may seem like I'm being overly critical of Office 2013, but I immensely enjoyed using Office 2010, and much of that experience has carried over here. Office 2013 will undoubtedly stand as the new standard of office suites this year. Microsoft Office remains a powerful and invaluable set of software for people in academia or business, which is why I'm still giving it 3.5 (~4) stars. But at best, Office 2013 is simply Office 2010 with SkyDrive integration and touch gestures. If you're like me, Office 2013 introduces little to no new functionality and a handful of new bugs and quirks that interfere with daily workflow. My advice? If you're considering upgrading from pre-2010, then I would recommend Office 2010, especially in light of the annual subscription-based model Microsoft is pursuing for Office 2013. If you're already on Office 2010 and are happy, I would not recommend upgrading to Office 2013.<br /><br />UPDATE - SkyDrive collaboration<br />-------------------------------------------<br />Recently, I tried using SkyDrive, Office Web Apps (free version), and Office 2013 together to collaborate on some files with other people, and the experience is a far cry from Google Docs. I will preface this by saying that I am not using the subscription/corporate versions of Office Web Apps, which (I believe) have better collaboration features. This is for users who want to buy the retail copy of Office 2013 and/or are considering using Skydrive and the free Office Web Apps to work on files with other people.<br />(1) Changes are not synced in real time - for instance, if someone makes an edit, all other users who have the file open must manually save and refresh the document to see changes.<br />(2) Conflicts. After the manual save/refresh, Skydrive roughly merges everything together - so, for instance, if both users write a sentence, both sentences will appear after the first user syncs their changes, the second user syncs the first user's changes plus their own changes, and the first user syncs yet again. If two users try to edit the same word, Skydrive gives an error message, complaining of a conflict and asking the user to manually resolve each problem. If this sounds like a mess, it's because it is.<br />(3) There is no indication of what other users are editing, where their cursors are, what they're looking at, etc., unlike Google Docs.<br />(4) In Excel, if a desktop user on Excel 2013 is editing the spreadsheet, then no other users can edit it.<br />(5) In Powerpoint, text appears in a different size and font when being edited, then reverts back after the user exits the text box...why?<br />(6) The web apps have been stripped of nearly all features, even basic things like header/footer in Word. This is to be expected, since it's free, but it also means that Google Docs provides a superior experience, at least for word processing.<br />I shudder to think how badly this system would work when trying to get a significant amount of work done. Google Docs may be inadequate for many power-user tasks, but it is absolutely outstanding when it comes to real-time collaboration - I've written 100+ page papers with other people using Google Docs, and while further formatting is always required in Word after everything is written, we've never had a problem with seeing exactly what has been written at any given time. Microsoft's free solution does not hold up well at all for multi-user scenarios; it really only works as a backup solution for single user use.	2013-02-02
US	44870902	R1QBCTSN9Q3AR0	B0089EUFHW	441197314	Advanced SystemCare PRO v5 [Download]	Digital_Software	1	1	2	N	Y	Caused major problems	After it was installed for about a week, one night when I was ready to go to bed and wanted to turn my computer off, I noticed that it just kept downloading and downloading whatever to my computer.  I wanted to turn it off but it just kept downloading when I didn't even ask it to do anything.  So I turned off my computer.  The next day when I went to turn it on, the ENTIRE computer crashed.  An error message came up, and I had to pay $99 to Dell to get it working.  I am so sorry I purchased that program.	2014-01-08
US	23449328	R3BX9K51ECU3FF	B00H9A60O4	608720080	Avast Free Antivirus 2015 [Download]	Digital_Software	4	0	0	N	N	Avast review	I really overall like avast and its performance in keeping me safe. I just wish the free program would have automatic software updates and it that it wouldn't take so much memory. But I can't complain because its free	2014-02-06
US	48870706	RVJ8GXBDFOA3	B00E7X8YK4	713752890	Quicken Home & Business 2	Digital_Software	1	3	3	N	N	Stay away!	Worked 'partially' for a while until I started receiving error code CC-506 which apparently 'tech support' has no idea on how to resolve.  They will only tell you to 'try again'.  The error code relates to not communicating with the bank and a phone call to the bank indicated that they had multiple calls on this issue.  The bank suggested I go back to an older version. This error code generates a message from Quicken telling you your bank account no longer exists.  That will get your attention!  Also, with another investment account Quicken likes to code electronic withdrawals as transfers which does not result in money getting subtracted. Worked for a while but lost bank connectivity and does not always code transactions properly.  Stay away!	2014-03-14
US	42883859	R1WXFD2SKYXUVZ	B00FFINOWS	875090538	TurboTax Deluxe Fed, Efile and State 2013	Digital_Software	1	1	2	N	Y	Turbo Trash and hidden costs more like it for the name of this pile	If I could rate this a zero I would. I bought this under the assumption it would file my state and federal for one charge. Of course you have to pay another 20 to file the state. Ok no biggie to me. But then I go to file it and after putting in all the data and rechecking it the returns are rejected 5 times by federal and of course then state. Each time said my b-day didn't match the one on file at the SSI. Funny to me as its been the same for 41 years. After several stated attempts to file and rechecking the data input, I gave up and went to a real tax pro and got the job done. NEVER EVER AGAIN will I use any garbage from this company. I was notified that last year this program was so poorly written the state of Minnesota rejected all returns from it out of hand.	2014-03-30
US	23456924	R2LNTCK1D9CV45	B00FGDDTSQ	672725528	Norton 360 1 User 3 Licenses	Digital_Software	5	0	0	N	N	Norton 360 very dependable accomodating customer service	I have depended on Norton 360 for over thee years to protect 3 computers. 360 not only provides virus protection but also malware protection as well as PC performance tuneup and registry cleanup to keep your computers running at top performance.<br /><br />I can't say enough about how good Norton customer service is!  They have helped me resolve computer issues that the computer manufacturer or Microsoft couldn't resolve for me.<br /><br />Also Amazon is the only place to buy 360 as the price and immediate  availability via download can't be beat!<br /><br />Gerry C.	2014-04-12
US	3885363	RO6FD9QJY4W6W	B007JYDUG6	314487449	MAGIX Music Maker MX	Digital_Software	5	0	0	N	Y	Greatness	Works great !<br />Love it !<br />One of my favorite software for PC .<br />I've made about 5 tracks already	2014-04-26
